D0,D1,D2,D3,D4,D5,D6,D7,D8,D9
1.0000000000000004,0.16479629943665644,0.2091436478019852,0.09350597796276851,0.210455164726832,0.20877328871028264,0.10034551085969964,0.06659247389038482,0.06277645707796596,0.07844516630678092
0.16479629943665644,1.0,0.7074044076148577,0.20807752332960483,0.7105372447250177,0.7090245605108517,0.16089404803443305,0.2247556561888539,0.27419688183228486,0.18730074796464383
0.2091436478019852,0.7074044076148577,1.0000000000000002,0.26830647811762454,0.9917680285887894,0.9884411270460778,0.16148058471431553,0.2639007651205433,0.3507940284654886,0.24116538271798357
0.09350597796276851,0.20807752332960483,0.26830647811762454,1.0000000000000004,0.2649270120237033,0.26440753680751033,0.25510974777753626,0.10488574369093567,0.13541381126153834,0.09099698518545968
0.210455164726832,0.7105372447250177,0.9917680285887894,0.2649270120237033,1.0000000000000009,0.9957299773717218,0.1616793174854745,0.2561907866184328,0.3398493568034597,0.24046224783206763
0.20877328871028264,0.7090245605108517,0.9884411270460778,0.26440753680751033,0.9957299773717218,1.000000000000001,0.16369607252723933,0.2579574309004593,0.3436937156403128,0.2400984499270818
0.10034551085969964,0.16089404803443305,0.16148058471431553,0.25510974777753626,0.1616793174854745,0.16369607252723933,1.0000000000000004,0.04714225396273387,0.08365907596832022,0.06769643657372951
0.06659247389038482,0.2247556561888539,0.2639007651205433,0.10488574369093567,0.2561907866184328,0.2579574309004593,0.04714225396273387,1.0000000000000009,0.1553077358175935,0.12534573865269127
0.06277645707796596,0.27419688183228486,0.3507940284654886,0.13541381126153834,0.3398493568034597,0.3436937156403128,0.08365907596832022,0.1553077358175935,1.0000000000000007,0.10243481789440587
0.07844516630678092,0.18730074796464383,0.24116538271798357,0.09099698518545968,0.24046224783206763,0.2400984499270818,0.06769643657372951,0.12534573865269127,0.10243481789440587,0.9999999999999998
